numords,totdol,last,buyer,dollars,rfm1,rfm2
3,317,364,no,0,332,332
12,912,522,no,0,412,411
2,258,448,no,0,342,342
1,89,477,no,0,353,354
1,189,38,no,0,151,153
10,774,674,no,0,412,411
8,316,144,no,0,215,212
4,51,722,no,0,425,425
20,1748,608,no,0,411,411
4,230,37,no,0,134,123
3,306,942,no,0,522,532
5,224,63,no,0,134,123
10,610,359,no,0,313,311
4,299,58,no,0,133,122
5,396,646,no,0,414,422
2,88,338,no,0,244,244
2,278,770,no,0,531,542
1,329,512,no,0,351,352
1,99,480,no,0,352,354
1,404,353,no,0,351,352
6,502,301,no,0,222,211
2,138,401,no,0,343,344
3,174,98,no,0,143,133
2,88,946,no,0,535,544
8,611,35,no,0,122,111
1,74,994,no,0,553,555
1,99,680,no,0,453,454
1,139,672,no,0,452,454
1,139,403,no,0,352,354
1,109,21,no,0,152,154
1,119,217,no,0,252,254
13,517,374,no,0,314,311
17,3472,753,no,0,511,511
9,1453,358,no,0,311,311
3,162,525,no,0,424,433
4,284,21,no,0,134,122
2,306,108,no,0,142,142
1,148,821,no,0,552,553
1,65,750,no,0,554,555
1,109,697,no,0,452,454
1,149,632,no,0,452,453
1,129,415,no,0,352,354
3,167,22,no,0,143,133
1,49,39,no,0,154,155
19,446,122,no,0,115,112
1,129,375,no,0,352,354
9,304,371,no,0,315,312
6,814,92,no,0,121,111
1,111,942,no,0,553,554
2,138,794,no,0,534,544
3,83,261,no,0,235,234
1,209,304,no,0,251,253
49,1244,115,no,0,113,111
5,225,17,no,0,134,123
1,99,1087,no,0,553,554
1,29,1009,no,0,555,555
1,14,836,no,0,555,555
3,222,795,no,0,523,533
1,59,690,no,0,454,455
2,63,434,no,0,345,345
2,194,464,no,0,342,343
1,59,261,no,0,254,255
4,264,1002,no,0,523,522
17,1427,184,no,0,212,211
20,1904,570,no,0,411,411
6,196,939,no,0,515,513
2,53,53,no,0,145,145
1,9,22,no,0,155,155
17,637,148,yes,30,214,211
14,768,609,no,0,412,411
4,211,351,no,0,324,323
1,107,883,no,0,553,554
1,59,750,no,0,554,555
1,19,570,no,0,455,455
2,138,305,no,0,243,244
1,9,368,no,0,355,355
1,49,226,no,0,254,255
1,89,128,no,0,153,154
5,543,777,no,0,513,521
1,71,815,no,0,553,555
2,226,508,no,0,342,343
1,149,767,no,0,552,553
2,108,18,no,0,144,144
8,442,450,no,0,314,312
8,359,968,no,0,514,512
3,342,130,no,0,141,132
1,59,81,no,0,154,155
1,185,882,no,0,551,553
1,44,830,no,0,554,555
1,17,501,no,0,355,355
3,139,350,no,0,334,334
1,119,546,no,0,452,454
1,19,543,no,0,455,455
1,99,532,no,0,453,454
2,59,295,no,0,245,245
1,79,338,no,0,253,254
1,154,56,no,0,151,153
5,451,361,no,0,322,321
5,180,207,no,0,225,223
3,432,646,no,0,421,432
3,271,157,no,0,232,232
2,97,788,no,0,535,544
4,466,53,no,0,132,121
1,185,781,no,0,551,553
1,109,718,no,0,452,454
3,73,487,no,0,335,335
1,189,547,no,0,451,453
2,1108,262,no,0,241,241
1,19,172,no,0,255,255
2,218,25,no,0,143,143
1,44,29,no,0,154,155
3,237,655,no,0,423,433
2,118,786,no,0,534,544
4,316,725,no,0,422,422
2,416,123,no,0,141,142
1,59,267,no,0,254,255
23,1794,64,no,0,112,111
3,211,744,no,0,424,433
9,1420,560,no,0,411,411
3,142,179,no,0,234,233
3,293,1011,no,0,522,532
4,208,135,no,0,134,123
6,400,367,no,0,314,312
1,59,606,no,0,454,455
1,19,420,no,0,355,355
2,253,207,no,0,242,242
2,113,85,no,0,144,144
1,59,805,no,0,554,555
1,99,676,no,0,453,454
2,98,536,no,0,434,444
1,34,429,no,0,355,355
13,748,21,no,0,114,111
5,263,619,no,0,415,422
22,1536,319,no,0,211,211
35,4022,67,no,0,111,111
2,131,1088,no,0,534,544
1,134,539,no,0,452,454
2,313,227,no,0,241,242
1,79,324,no,0,253,254
18,657,603,yes,42,412,411
11,1375,605,no,0,411,411
12,704,116,no,0,114,111
2,123,1008,no,0,534,544
9,293,800,no,0,514,512
2,108,394,no,0,344,344
3,72,374,no,0,335,335
2,208,752,no,0,532,543
2,138,715,no,0,433,444
1,23,284,no,0,255,255
4,332,77,no,0,133,122
2,203,1085,no,0,532,543
4,635,912,no,0,521,521
1,134,155,no,0,252,254
24,614,114,no,0,115,111
2,274,407,no,0,341,342
4,141,683,no,0,425,424
3,391,507,no,0,331,332
3,257,799,no,0,523,532
1,49,991,no,0,554,555
1,99,981,no,0,553,554
2,76,746,no,0,435,444
1,39,730,no,0,455,455
2,228,171,no,0,242,243
1,152,508,no,0,351,353
1,119,445,no,0,352,354
4,184,53,no,0,135,123
1,25,424,no,0,355,355
2,158,214,no,0,243,243
1,123,349,no,0,352,354
4,177,625,no,0,424,423
2,403,350,no,0,341,342
1,67,494,no,0,353,355
1,59,210,no,0,254,255
2,344,1079,no,0,531,542
4,149,1012,no,0,524,523
2,118,140,no,0,144,144
4,396,31,no,0,132,122
1,19,688,no,0,455,455
2,148,245,no,0,243,243
2,184,129,no,0,143,143
2,793,556,no,0,431,441
1,14,549,no,0,455,455
2,218,204,no,0,242,243
1,152,487,no,0,351,353
1,158,478,yes,50,351,353
1,14,312,no,0,255,255
1,299,182,no,0,251,252
1,53,154,no,0,254,255
4,151,947,no,0,524,523
10,476,479,no,0,314,311
5,165,675,no,0,415,423
4,446,788,no,0,521,522
13,630,669,yes,130,412,411
1,111,1110,no,0,553,554
1,59,787,no,0,554,555
1,146,732,no,0,452,453
1,79,455,no,0,353,354
2,133,302,no,0,243,244
1,244,316,no,0,251,252
1,99,16,yes,170,153,154
33,2664,165,no,0,211,211
13,516,11,no,0,115,111
16,1332,241,no,0,212,211
3,92,952,no,0,525,534
7,585,1012,no,0,512,511
9,1104,275,no,0,212,211
6,328,37,no,0,125,112
3,200,436,no,0,333,333
1,29,1051,no,0,555,555
1,459,567,no,0,451,451
3,207,430,no,0,333,333
2,288,25,no,0,142,142
1,79,426,no,0,353,354
1,199,326,no,0,251,253
1,61,277,no,0,253,255
19,1344,135,no,0,113,111
5,533,10,no,0,131,121
7,462,284,no,0,222,211
1,69,675,no,0,453,455
2,228,571,no,0,432,443
1,69,595,no,0,453,455
1,49,557,no,0,454,455
1,79,276,no,0,253,254
1,12,191,no,0,255,255
1,139,30,no,0,152,154
1,39,426,no,0,354,355
1,369,1057,no,0,551,552
7,499,690,no,0,413,411
2,368,571,no,0,431,442
1,144,73,no,0,152,153
1,75,1001,no,0,553,554
8,211,18,no,0,125,113
2,188,941,no,0,533,543
2,377,813,no,0,531,542
1,189,1081,no,0,551,553
16,352,71,no,0,115,112
5,213,50,no,0,134,123
1,29,731,no,0,455,455
1,79,555,no,0,453,454
1,49,450,no,0,354,355
2,232,819,no,0,532,543
7,1453,77,yes,26,121,111
1,69,989,no,0,554,555
1,14,931,no,0,555,555
2,148,210,no,0,243,243
1,229,648,no,0,451,453
2,95,463,no,0,344,344
1,71,456,no,0,353,355
2,195,113,no,0,143,143
1,144,359,no,0,351,353
1,84,329,no,0,253,254
10,341,1012,no,0,514,512
5,418,1040,no,0,513,522
17,1955,318,no,0,211,211
3,127,945,no,0,525,534
1,40,408,no,0,354,355
53,3182,451,no,0,311,311
2,201,912,no,0,532,543
1,99,973,no,0,553,554
8,655,59,no,0,122,111
2,108,539,no,0,434,444
1,29,710,no,0,455,455
1,71,472,no,0,353,355
36,1500,11,no,0,112,111
15,653,74,no,0,115,111
13,1189,183,no,0,212,211
4,255,354,no,0,324,322
3,317,350,no,0,332,332
1,44,485,no,0,354,355
1,224,266,no,0,251,253
12,1159,410,no,0,311,311
5,988,36,no,0,131,121
4,347,829,no,0,522,522
3,329,358,yes,80,332,332
3,120,267,no,0,235,234
2,104,808,no,0,535,544
1,49,721,no,0,454,455
4,185,119,no,0,135,123
1,14,31,no,0,155,155
22,1925,199,no,0,211,211
2,208,758,no,0,532,543
20,656,114,no,0,115,111
9,367,77,no,0,124,112
6,604,508,no,0,313,311
2,168,809,no,0,533,543
3,339,410,no,0,332,332
1,188,830,no,0,551,553
2,178,514,no,0,433,443
1,38,520,no,0,455,455
1,129,21,no,0,152,154
1,139,416,no,0,352,354
1,89,301,no,0,253,254
1,39,349,no,0,354,355
1,189,655,no,0,451,453
2,238,24,no,0,142,143
3,773,632,no,0,421,431
8,391,354,no,0,314,312
2,148,932,no,0,534,543
5,310,375,no,0,323,322
2,57,361,no,0,345,345
5,262,829,no,0,515,522
3,314,855,no,0,522,532
6,619,10,no,0,122,111
4,144,79,no,0,135,123
1,14,1078,no,0,555,555
2,123,417,no,0,344,344
1,53,842,no,0,554,555
3,309,466,no,0,332,332
1,25,410,no,0,355,355
1,251,466,no,0,351,352
1,59,324,no,0,254,255
14,361,753,no,0,514,512
7,159,3,yes,18,125,113
2,68,1099,no,0,535,545
3,89,462,no,0,335,334
19,399,58,no,0,115,112
1,49,878,no,0,554,555
2,278,326,no,0,241,242
1,17,109,no,0,155,155
1,160,980,no,0,552,553
6,482,436,no,0,314,311
9,473,1078,no,0,513,511
4,226,317,no,0,224,223
3,237,52,no,0,142,133
1,12,616,no,0,455,455
1,99,191,no,0,252,254
2,64,95,no,0,145,145
1,149,79,no,0,152,153
2,167,1005,no,0,533,543
34,2308,395,no,0,311,311
9,538,1008,no,0,513,511
3,867,473,no,0,331,331
2,298,225,no,0,241,242
1,139,50,no,0,152,154
5,645,21,no,0,131,121
1,14,560,no,0,455,455
12,1731,837,no,0,511,511
3,227,211,no,0,233,233
4,139,302,no,0,225,224
1,329,436,no,0,351,352
1,149,415,no,0,351,353
16,990,822,no,0,511,511
22,732,21,no,0,114,111
22,1514,309,no,0,212,211
6,120,413,no,0,315,314
2,181,865,no,0,533,543
4,185,242,no,0,225,223
5,392,43,no,0,132,122
1,89,393,no,0,353,354
6,1189,311,no,0,221,211
11,1318,14,no,0,113,111
4,566,219,no,0,221,221
2,129,107,no,0,144,144
2,129,417,no,0,344,344
2,171,532,no,0,433,443
1,279,528,no,0,451,452
4,1256,388,no,0,321,321
1,59,399,no,0,354,355
15,481,24,no,0,115,111
8,718,242,no,0,214,211
3,99,91,no,0,145,134
2,106,780,no,0,535,544
4,264,714,no,0,423,422
1,19,756,no,0,555,555
2,38,645,no,0,435,445
1,206,473,no,0,351,353
3,264,581,no,0,423,432
1,99,417,no,0,352,354
2,318,17,no,0,141,142
33,1186,46,no,0,113,111
12,1046,22,no,0,113,111
4,259,557,no,0,423,422
2,228,785,no,0,532,543
1,49,554,no,0,454,455
3,442,204,no,0,231,232
1,119,358,no,0,352,354
8,900,242,no,0,213,211
6,143,1044,no,0,515,513
4,366,249,no,0,223,222
6,537,339,no,0,222,211
2,38,262,no,0,245,245
1,49,654,no,0,454,455
2,67,486,no,0,345,345
1,19,326,no,0,255,255
18,1491,436,no,0,311,311
1,35,500,no,0,355,355
29,2041,17,no,0,112,111
2,181,900,no,0,533,543
5,436,137,no,0,132,122
1,99,541,no,0,453,454
1,79,471,no,0,353,354
1,44,177,no,0,254,255
7,449,533,no,0,413,411
2,319,751,no,0,531,542
8,441,71,no,0,124,112
3,257,687,no,0,423,432
12,639,37,no,0,115,111
3,250,123,no,0,142,132
4,296,682,no,0,422,422
1,99,536,no,0,453,454
1,19,185,yes,46,255,255
1,39,16,no,0,155,155
24,1513,1018,yes,210,511,511
8,375,46,no,0,124,112
1,49,1106,no,0,554,555
2,302,547,no,0,431,442
7,704,500,no,0,313,311
1,94,648,no,0,453,454
1,19,632,no,0,455,455
1,29,170,no,0,255,255
11,588,172,no,0,214,211
1,149,479,no,0,351,353
11,746,206,no,0,213,211
3,167,815,no,0,524,533
8,684,74,no,0,122,111
8,307,2,no,0,125,112
1,39,539,no,0,455,455
14,586,472,no,0,313,311
6,632,478,yes,90,313,311
2,264,427,no,0,341,342
6,794,46,no,0,121,111
2,49,519,no,0,435,445
1,19,995,no,0,555,555
1,139,935,no,0,552,554
1,119,688,no,0,452,454
5,285,527,no,0,415,422
1,119,373,no,0,352,354
2,518,130,no,0,141,141
2,188,18,no,0,143,143
8,574,477,no,0,313,311
9,383,24,no,0,124,112
5,208,749,no,0,515,523
15,640,39,no,0,115,111
32,5373,771,no,0,511,511
2,109,501,no,0,344,344
5,234,78,no,0,134,123
2,298,351,no,0,341,342
1,54,683,no,0,454,455
2,58,638,no,0,435,445
1,218,190,no,0,251,253
1,39,63,no,0,155,155
1,124,25,no,0,152,154
23,886,576,no,0,412,411
12,879,557,no,0,412,411
6,830,795,no,0,512,511
8,316,247,no,0,215,212
3,217,32,no,0,143,133
5,665,247,no,0,221,221
3,89,480,no,0,335,334
3,162,997,no,0,524,533
2,218,1005,no,0,532,543
3,147,24,no,0,144,133
1,29,543,no,0,455,455
1,294,529,no,0,451,452
1,252,359,no,0,351,352
2,88,10,no,0,145,144
1,99,255,no,0,252,254
2,309,504,no,0,341,342
2,118,429,no,0,344,344
1,39,99,no,0,155,155
2,237,689,no,0,432,443
1,49,273,no,0,254,255
3,108,613,no,0,425,434
9,637,113,no,0,122,111
1,109,822,no,0,553,554
13,577,435,no,0,313,311
1,93,147,no,0,252,254
10,418,753,no,0,513,512
15,1035,354,no,0,312,311
4,205,1079,no,0,524,523
3,417,476,no,0,331,332
2,38,996,no,0,535,545
1,143,884,no,0,552,553
4,221,303,no,0,224,223
1,159,742,no,0,451,453
1,135,571,no,0,452,454
2,43,386,no,0,345,345
1,54,382,no,0,354,355
1,109,249,no,0,252,254
3,393,98,no,0,141,132
8,404,213,no,0,215,212
2,138,877,no,0,534,544
5,438,639,no,0,414,422
2,212,673,no,0,432,443
2,98,676,no,0,434,444
3,192,718,no,0,424,433
1,29,757,no,0,555,555
2,338,270,no,0,241,242
9,851,100,no,0,121,111
1,49,394,no,0,354,355
9,672,74,no,0,122,111
99,3314,165,no,0,211,211
2,141,732,no,0,433,444
3,129,920,no,0,525,534
1,59,1026,no,0,554,555
1,24,935,no,0,555,555
1,79,814,no,0,553,554
1,33,436,no,0,355,355
2,189,379,no,0,342,343
18,672,395,yes,133,313,311
4,516,564,no,0,421,421
1,17,969,no,0,555,555
1,157,826,no,0,552,553
1,44,487,no,0,354,355
1,19,311,no,0,255,255
10,529,466,no,0,314,311
1,111,268,no,0,252,254
1,319,570,no,0,451,452
1,79,414,no,0,353,354
4,86,154,no,0,225,224
14,835,185,no,0,213,211
4,816,275,no,0,221,221
3,192,344,no,0,234,233
1,35,984,no,0,555,555
4,96,1096,no,0,525,524
3,131,638,no,0,425,434
7,168,44,no,0,125,113
1,49,676,no,0,454,455
1,59,637,no,0,454,455
1,29,417,no,0,355,355
1,36,168,no,0,254,255
1,49,72,no,0,154,155
16,862,336,no,0,213,211
2,188,718,no,0,432,443
21,1062,16,no,0,113,111
15,1137,624,no,0,411,411
4,275,409,no,0,324,322
5,691,822,no,0,512,521
4,248,935,no,0,523,522
6,875,49,no,0,121,111
1,49,745,no,0,454,455
1,316,687,no,0,451,452
2,231,595,no,0,432,443
3,197,155,no,0,233,233
1,279,380,no,0,351,352
1,504,358,no,0,351,351
1,99,200,no,0,252,254
1,169,109,no,0,151,153
4,119,280,no,0,225,224
17,1121,95,no,0,113,111
1,19,1101,no,0,555,555
5,310,312,no,0,224,222
1,134,777,no,0,552,554
1,79,588,no,0,453,454
2,300,305,no,0,241,242
1,219,449,no,0,351,353
1,75,410,no,0,353,354
1,69,378,no,0,353,355
18,524,204,no,0,214,211
2,198,995,no,0,532,543
3,66,31,no,0,145,135
1,33,1015,no,0,555,555
7,285,25,no,0,125,112
4,397,399,no,0,322,322
2,68,388,no,0,345,345
2,507,246,no,0,241,241
1,246,459,no,0,351,352
31,1147,116,no,0,113,111
3,257,366,no,0,333,332
1,79,862,no,0,553,554
4,239,742,no,0,423,423
1,176,940,no,0,551,553
1,188,492,no,0,351,353
1,26,469,no,0,355,355
31,2115,164,no,0,211,211
4,292,806,no,0,522,522
7,932,926,no,0,511,511
2,151,204,no,0,243,243
3,341,457,no,0,332,332
1,53,647,no,0,454,455
1,33,466,no,0,355,355
1,319,381,yes,317,351,352
1,107,360,no,0,352,354
1,119,144,no,0,252,254
4,277,4,no,0,134,122
10,602,462,no,0,313,311
2,316,570,no,0,431,442
1,19,1050,no,0,555,555
1,189,771,no,0,551,553
2,198,590,no,0,432,443
1,80,511,no,0,353,354
1,99,431,no,0,352,354
2,110,129,no,0,144,144
1,69,177,no,0,253,255
1,134,79,no,0,152,154
3,164,637,no,0,424,433
1,199,746,no,0,451,453
1,59,276,no,0,254,255
5,118,1474,no,0,515,524
27,1682,28,no,0,112,111
12,807,466,no,0,312,311
3,380,647,no,0,422,432
4,502,494,no,0,321,321
2,229,844,no,0,532,543
2,248,465,no,0,342,342
2,313,921,no,0,531,542
2,152,767,no,0,533,543
1,249,886,no,0,551,552
1,119,737,no,0,452,454
1,74,599,no,0,453,455
1,9,318,no,0,255,255
3,135,130,no,0,144,134
1,114,205,no,0,252,254
7,436,116,no,0,124,112
6,681,9,no,0,122,111
1,179,617,no,0,451,453
1,99,611,no,0,453,454
1,13,497,no,0,355,355
4,451,29,no,0,132,121
1,129,359,no,0,352,354
47,1894,921,no,0,511,511
16,560,65,no,0,115,111
5,701,24,no,0,131,121
1,59,728,yes,20,454,455
1,49,998,no,0,554,555
10,528,101,no,0,123,111
13,685,39,no,0,115,111
1,169,1031,no,0,551,553
5,387,151,no,0,223,222
2,153,724,no,0,433,443
1,174,576,no,0,451,453
1,182,444,no,0,351,353
1,224,350,no,0,351,353
1,19,38,no,0,155,155
2,418,16,no,0,141,142
19,1430,52,no,0,113,111
16,1139,429,no,0,311,311
4,133,417,no,0,325,324
1,79,919,no,0,553,554
5,255,485,no,0,324,322
1,179,518,no,0,451,453
1,89,466,no,0,353,354
17,894,1039,no,0,511,511
4,233,865,no,0,523,523
1,239,777,no,0,551,553
51,1438,4,no,0,113,111
8,388,1025,no,0,514,512
14,472,248,no,0,215,211
1,79,722,no,0,453,454
3,369,149,no,0,231,232
2,73,190,no,0,245,245
35,1218,395,no,0,311,311
2,185,394,no,0,342,343
4,338,119,no,0,133,122
2,144,1004,no,0,534,543
4,323,578,no,0,422,422
1,19,941,yes,95,555,555
1,189,830,no,0,551,553
1,176,673,no,0,451,453
1,69,610,no,0,453,455
1,39,394,no,0,354,355
1,58,148,no,0,254,255
1,176,25,no,0,151,153
28,1176,84,no,0,113,111
4,252,963,no,0,523,522
4,256,29,no,0,134,122
6,668,193,no,0,221,211
1,349,532,no,0,451,452
2,214,444,no,0,342,343
1,164,822,no,0,552,553
1,99,417,no,0,352,354
11,946,323,no,0,213,211
4,154,646,no,0,424,423
3,314,645,no,0,422,432
8,490,578,no,0,413,411
10,741,18,no,0,122,111
5,451,844,no,0,513,521
8,331,114,no,0,125,112
1,71,504,no,0,353,355
2,198,680,no,0,432,443
1,24,392,no,0,355,355
1,182,4,no,0,151,153
1,79,689,no,0,453,454
1,25,217,no,0,255,255
4,298,212,no,0,224,222
3,497,738,no,0,421,431
5,339,315,no,0,223,222
3,617,749,no,0,521,531
3,277,74,no,0,142,132
1,249,318,no,0,251,252
2,53,200,yes,17,245,245
2,68,206,no,0,245,245
1,69,190,no,0,253,255
1,59,46,no,0,154,155
8,549,683,no,0,413,411
2,233,1053,no,0,532,543
1,99,896,no,0,553,554
1,26,821,no,0,555,555
1,127,787,no,0,552,554
1,39,744,no,0,455,455
4,896,71,no,0,131,121
1,28,506,no,0,355,355
1,129,386,no,0,352,354
1,109,242,no,0,252,254
1,99,28,no,0,153,154
1,35,24,no,0,155,155
3,316,529,no,0,422,432
4,389,865,no,0,521,522
5,601,25,yes,150,131,121
1,161,828,no,0,552,553
1,79,660,no,0,453,454
1,214,387,no,0,351,353
2,328,568,no,0,431,442
2,233,308,no,0,242,243
2,258,1085,no,0,532,542
17,798,45,no,0,114,111
1,202,847,no,0,551,553
1,14,282,no,0,255,255
1,99,940,no,0,553,554
30,2060,4,yes,40,112,111
1,101,1114,no,0,553,554
3,447,232,no,0,231,232
1,59,728,no,0,454,455
2,78,592,no,0,435,444
1,76,974,no,0,553,554
4,286,207,no,0,224,222
2,168,207,no,0,243,243
1,134,632,no,0,452,454
1,69,281,no,0,253,255
1,229,275,no,0,251,253
2,331,809,no,0,531,542
2,68,298,no,0,245,245
2,228,638,no,0,432,443
1,84,424,no,0,353,354
1,99,165,no,0,252,254
5,370,547,no,0,414,422
8,429,357,no,0,314,312
2,151,429,no,0,343,343
5,310,569,no,0,415,422
1,29,438,no,0,355,355
6,496,74,no,0,123,111
1,49,1043,no,0,554,555
3,340,101,no,0,141,132
2,158,921,no,0,533,543
3,397,538,no,0,422,432
2,243,357,no,0,342,342
1,119,764,no,0,552,554
1,99,721,no,0,453,454
4,435,227,no,0,222,222
5,126,28,no,0,135,124
1,9,414,no,0,355,355
1,194,92,no,0,151,153
4,258,863,no,0,523,522
2,203,861,no,0,532,543
1,152,813,no,0,552,553
1,329,666,no,0,451,452
1,49,541,no,0,454,455
1,148,123,no,0,152,153
1,194,262,no,0,251,253
3,827,46,no,0,141,131
1,19,1038,no,0,555,555
2,277,822,no,0,531,542
1,92,615,no,0,453,454
1,59,563,no,0,454,455
1,229,434,no,0,351,353
2,38,263,no,0,245,245
1,29,247,no,0,255,255
7,749,900,no,0,512,511
8,535,421,no,0,313,311
2,61,553,no,0,435,445
7,263,388,no,0,315,312
6,317,141,no,0,223,212
3,232,891,no,0,523,533
1,160,970,no,0,552,553
1,39,917,no,0,555,555
1,139,596,no,0,452,454
1,39,438,yes,125,354,355
2,108,354,no,0,344,344
1,99,310,no,0,252,254
5,329,25,no,0,133,122
3,227,464,no,0,333,333
3,102,242,no,0,235,234
1,260,477,no,0,351,352
10,1237,11,no,0,121,111
2,383,976,no,0,531,542
6,200,214,no,0,225,213
5,274,462,no,0,324,322
4,245,51,no,0,134,122
1,432,910,no,0,551,552
1,129,784,no,0,552,554
1,179,648,no,0,451,453
1,19,686,no,0,455,455
30,3587,81,no,0,111,111
15,2012,170,no,0,211,211
5,280,176,no,0,224,222
6,663,382,no,0,313,311
8,350,403,no,0,315,312
11,1711,79,no,0,112,111
2,118,596,no,0,434,444
1,69,903,no,0,554,555
1,125,835,no,0,552,554
1,99,771,no,0,553,554
2,363,652,no,0,431,442
1,99,725,no,0,453,454
1,59,715,no,0,454,455
3,172,641,no,0,424,433
1,99,547,no,0,453,454
3,322,506,no,0,332,332
2,81,53,no,0,145,144
1,49,214,no,0,254,255
1,229,43,no,0,151,153
33,4169,408,no,0,311,311
5,162,359,no,0,325,323
4,529,21,no,0,131,121
3,114,905,no,0,525,534
1,337,878,no,0,551,552
1,39,737,no,0,455,455
1,109,686,no,0,452,454
3,233,350,no,0,333,333
3,352,163,no,0,232,232
1,209,526,no,0,451,453
1,79,393,no,0,353,354
1,19,326,no,0,255,255
1,79,284,no,0,253,254
16,1050,57,no,0,113,111
4,676,598,no,0,421,421
1,69,1043,no,0,554,555
5,321,820,no,0,514,522
3,217,737,no,0,423,433
6,194,13,no,0,125,113
23,1490,56,no,0,112,111
5,499,760,no,0,513,521
2,88,949,no,0,535,544
1,251,875,no,0,551,552
1,125,869,no,0,552,554
2,120,501,no,0,344,344
2,210,275,no,0,242,243
2,98,52,no,0,145,144
2,66,472,no,0,345,345
1,224,469,no,0,351,353
1,79,400,no,0,353,354
1,144,312,no,0,251,253
1,15,232,no,0,255,255
7,382,361,no,0,314,312
14,630,325,no,0,214,211
5,185,1110,no,0,515,523
3,192,721,no,0,424,433
8,674,361,no,0,313,311
4,272,823,no,0,523,522
6,518,25,no,0,123,111
1,44,1029,no,0,554,555
2,72,478,no,0,345,345
2,251,835,no,0,532,542
2,133,724,no,0,433,444
1,102,1030,no,0,553,554
3,1279,381,yes,119,331,331
1,59,822,no,0,554,555
8,307,318,no,0,215,212
1,49,739,no,0,454,455
1,169,569,no,0,451,453
2,222,151,no,0,242,243
2,178,436,no,0,343,343
1,79,416,no,0,353,354
2,134,144,no,0,243,244
1,200,339,no,0,251,253
1,125,149,no,0,252,254
1,189,9,no,0,151,153
3,163,872,no,0,524,533
1,169,854,no,0,551,553
1,109,682,no,0,452,454
2,233,39,no,0,142,143
2,106,470,no,0,344,344
2,404,504,no,0,341,342
1,129,375,no,0,352,354
1,164,246,no,0,251,253
8,408,98,no,0,124,112
12,402,385,no,0,314,312
3,632,1115,no,0,521,531
2,288,750,no,0,531,542
1,89,1103,no,0,553,554
5,160,22,no,0,135,123
2,157,583,no,0,433,443
14,1419,25,no,0,113,111
1,14,252,no,0,255,255
1,9,688,no,0,455,455
1,29,512,no,0,355,355
2,138,527,no,0,433,444
1,29,542,no,0,455,455
3,112,325,yes,50,235,234
1,79,143,no,0,253,254
12,1326,938,no,0,511,511
3,237,144,no,0,233,233
4,242,917,no,0,523,522
8,767,449,no,0,312,311
1,99,1092,no,0,553,554
1,49,1047,no,0,554,555
2,218,441,no,0,342,343
1,9,779,no,0,555,555
4,129,214,no,0,225,224
1,49,394,no,0,354,355
1,59,302,no,0,254,255
1,29,123,no,0,155,155
1,169,46,no,0,151,153
15,624,59,no,0,115,111
2,150,843,no,0,533,543
5,481,424,no,0,322,321
4,236,378,no,0,324,323
1,107,487,no,0,352,354
1,59,269,no,0,254,255
6,149,578,no,0,415,413
2,63,360,no,0,345,345
1,89,647,no,0,453,454
2,266,448,no,0,341,342
1,112,392,no,0,352,354
1,149,422,no,0,351,353
24,682,28,no,0,115,111
2,131,179,no,0,244,244
4,354,779,no,0,522,522
3,177,5,no,0,143,133
3,287,438,no,0,332,332
3,312,426,no,0,332,332
1,71,469,no,0,353,355
3,328,91,yes,100,141,132
22,585,79,no,0,115,111
22,2140,151,no,0,211,211
7,283,1040,no,0,514,512
9,243,578,no,0,415,412
4,340,455,no,0,323,322
11,564,207,yes,176,214,211
3,343,982,no,0,522,532
5,1188,858,no,0,511,521
7,983,648,no,0,411,411
3,110,324,no,0,235,234
2,139,281,no,0,243,244
4,436,463,no,0,322,322
2,118,823,no,0,534,544
4,74,777,no,0,525,525
9,282,18,no,0,125,112
2,93,144,no,0,244,244
1,26,885,no,0,555,555
3,227,357,no,0,333,333
2,111,574,no,0,434,444
3,272,393,no,0,332,332
3,123,365,no,0,335,334
1,19,533,no,0,455,455
1,119,451,no,0,352,354
1,9,445,no,0,355,355
1,49,408,no,0,354,355
1,139,179,no,0,252,254
1,42,15,no,0,154,155
8,159,212,no,0,215,213
19,616,945,no,0,512,511
8,685,392,no,0,313,311
2,172,50,no,0,143,143
2,118,78,yes,88,144,144
6,285,592,no,0,415,412
1,49,995,no,0,554,555
1,99,897,no,0,553,554
1,136,604,no,0,452,454
1,44,508,no,0,354,355
1,109,463,no,0,352,354
1,49,430,no,0,354,355
3,82,123,no,0,145,134
1,19,212,no,0,255,255
16,756,67,no,0,114,111
3,186,724,no,0,424,433
3,280,242,no,0,232,232
4,319,939,no,0,522,522
6,312,197,no,0,224,212
3,246,426,no,0,333,332
3,251,952,no,0,523,532
4,170,746,no,0,424,423
1,19,1099,no,0,555,555
1,128,1022,no,0,552,554
5,209,78,no,0,134,123
2,71,414,no,0,345,345
2,168,401,no,0,343,343
1,89,858,no,0,553,554
1,69,751,no,0,554,555
7,474,16,no,0,123,111
1,139,487,no,0,352,354
1,214,382,no,0,351,353
8,574,170,no,0,214,211
4,231,212,no,0,224,223
7,337,123,no,0,124,112
2,254,946,no,0,532,542
2,283,67,no,0,142,142
1,39,1103,no,0,555,555
1,134,1036,no,0,552,554
3,542,200,no,0,231,231
3,204,291,no,0,233,233
1,97,715,no,0,453,454
1,49,681,no,0,454,455
1,89,617,no,0,453,454
1,477,574,no,0,451,451
4,216,151,no,0,225,223
1,179,309,no,0,251,253
1,254,79,no,0,151,152
